doc_id,words,sentences,spans
['bc/cctv/00/cctv_0005'],"['It', 'happened', 'that', 'I', 'was', 'going', 'to', 'have', 'lunch', 'with', 'a', 'friend', ',', 'um', ',', 'at', 'noon', '.']","It happened that I was going to have lunch with a friend , um , at noon .","[[70, 10, 11], [11, 16, 16], [5, 3, 3]]"
['bc/cctv/00/cctv_0005'],"['And', 'then', ',', 'the', 'friend', 'first', 'sent', 'me', 'an', 'SMS', ',', 'Uh-huh', '.', 'saying', 'he', 'would', 'come', 'pick', 'me', 'up', 'to', 'go', 'together', '.']","And then , the friend first sent me an SMS , Uh-huh . saying he would come pick me up to go together .","[[70, 3, 4], [5, 18, 18], [70, 14, 14], [5, 7, 7]]"
['bc/cctv/00/cctv_0005'],"['After', 'that', ',', 'I', 'received', 'an', 'SMS', 'from', '1860', '.']","After that , I received an SMS from 1860 .","[[5, 3, 3]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', ',', 'it', 'was', 'through', 'an', 'SMS', '.']","Uh-huh , it was through an SMS .",[]
['bc/cctv/00/cctv_0005'],"['And', 'you', ',', 'Yang', 'Yang', '?']","And you , Yang Yang ?","[[84, 1, 1], [84, 3, 4]]"
['bc/cctv/00/cctv_0005'],"['A', 'friend', 'happened', 'to', 'call', 'me', '.']",A friend happened to call me .,"[[84, 5, 5]]"
['bc/cctv/00/cctv_0005'],"['You', 'were', 'not', 'at', 'work', 'that', 'day', '?']",You were not at work that day ?,"[[84, 0, 0], [28, 5, 6]]"
['bc/cctv/00/cctv_0005'],"['No', '.']",No .,[]
['bc/cctv/00/cctv_0005'],"['The', 'station', 'called', 'me', 'at', 'noon', 'and', 'said', 'something', 'happened', 'at', 'Jingguang', 'Bridge', 'and', 'that', 'I', 'had', 'to', 'go', 'to', 'the', 'station', 'immediately', 'to', 'research', 'the', 'upcoming', 'program', '.']",The station called me at noon and said something happened at Jingguang Bridge and that I had to go to the station immediately to research the upcoming program .,"[[106, 20, 21], [11, 5, 5], [120, 11, 12], [84, 15, 15], [84, 3, 3], [106, 0, 1]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', ',', 'that', 'means', ',', 'er', ',', 'you', 'found', 'out', 'the', 'accident', 'through', 'an', 'information', 'source', 'at', 'the', 'station', '.']","Uh-huh , that means , er , you found out the accident through an information source at the station .","[[84, 7, 7], [106, 17, 18], [67, 10, 11]]"
['bc/cctv/00/cctv_0005'],"['Right', ',', 'right', ',', 'right', '.']","Right , right , right .",[]
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['Well', ',', 'like', 'Professor', 'Zhou', ',', 'I', 'also', 'received', 'this', 'news', ',', 'ha', ',', 'through', 'a', 'mobile', 'phone', 'SMS', '.']","Well , like Professor Zhou , I also received this news , ha , through a mobile phone SMS .","[[74, 6, 6], [34, 9, 10], [5, 3, 4], [50, 15, 18]]"
['bc/cctv/00/cctv_0005'],"['At', 'that', 'time', ',', ',', 'it', 'can', 'be', 'said', 'that', 'this', 'SMS', 'was', 'among', 'the', 'many', ',', 'ha', ',', 'SMS', 'containing', 'New', 'Year', 'wishes', ',', 'like', 'Happy', 'New', 'Year', ',', 'received', 'after', 'the', 'start', 'of', 'the', 'New', 'Year', '.']","At that time , , it can be said that this SMS was among the many , ha , SMS containing New Year wishes , like Happy New Year , received after the start of the New Year .","[[50, 10, 11]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['Ah', ',', 'actually', 'I', 'felt', 'a', 'lot', 'of', 'warmth', 'when', 'I', 'received', 'that', 'SMS', '.']","Ah , actually I felt a lot of warmth when I received that SMS .","[[74, 10, 10], [50, 12, 13], [74, 3, 3]]"
['bc/cctv/00/cctv_0005'],"['Although', 'we', 'live', 'in', 'the', 'west', 'instead', 'of', 'the', 'east', 'and', 'it', 'did', 'not', 'affect', 'us', 'much', ',', 'I', 'think', 'it', 'is', 'very', 'useful', ',', 'ah', ',', 'to', 'inform', 'people', 'of', 'this', 'kind', 'of', 'news', '.']","Although we live in the west instead of the east and it did not affect us much , I think it is very useful , ah , to inform people of this kind of news .","[[74, 18, 18], [67, 11, 11]]"
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'exceptionally', '.']","Yes , exceptionally .",[]
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'exceptionally', '.']","Yes , exceptionally .",[]
['bc/cctv/00/cctv_0005'],"['Well', ',', 'what', 'in', 'fact', 'was', 'the', 'content', 'of', 'that', 'SMS', '?']","Well , what in fact was the content of that SMS ?","[[7, 9, 10]]"
['bc/cctv/00/cctv_0005'],"['Let', ""'s"", 'take', 'a', 'look', 'via', 'this', 'footage', ',', 'ha', '.']","Let 's take a look via this footage , ha .",[]
['bc/cctv/00/cctv_0005'],"['I', 'remember', 'the', 'SMS', 'was', 'written', 'like', 'this', 'at', 'that', 'time', ',', 'saying', 'that', ',', 'ah', ',', 'there', 'was', 'a', 'sewage', 'pipe', 'leakage', 'accident', 'on', 'the', 'side', 'road', 'at', 'the', 'southeast', 'corner', 'of', 'Jingguang', 'Bridge', 'at', 'East', 'Third', 'Ring', 'Road', ',', 'and', ',', 'well', ',', 'traffic', 'supervision', 'was', 'implemented', 'near', 'Chaoyang', 'Road', ',', 'Jingguang', 'Bridge', ',', 'and', 'East', 'Third', 'Ring', 'Road', ',', 'and', 'requesting', 'cars', 'to', 'make', 'a', 'detour', '.']","I remember the SMS was written like this at that time , saying that , ah , there was a sewage pipe leakage accident on the side road at the southeast corner of Jingguang Bridge at East Third Ring Road , and , well , traffic supervision was implemented near Chaoyang Road , Jingguang Bridge , and East Third Ring Road , and requesting cars to make a detour .","[[7, 2, 3], [73, 0, 0], [86, 53, 54], [27, 57, 60], [27, 36, 39], [86, 33, 34]]"
['bc/cctv/00/cctv_0005'],"['Some', 'car', 'owners', 'said', 'that', 'it', 'was', 'very', 'good', 'that', 'the', 'SMS', 'was', 'sent', '.']",Some car owners said that it was very good that the SMS was sent .,"[[7, 10, 11]]"
['bc/cctv/00/cctv_0005'],"['Furthermore', ',', 'there', 'was', 'one', 'last', 'sentence', 'in', 'that', 'SMS', 'thanking', 'citizens', 'for', 'their', 'cooperation', 'and', 'support', '.']","Furthermore , there was one last sentence in that SMS thanking citizens for their cooperation and support .","[[13, 13, 13], [7, 8, 9], [13, 11, 11]]"
['bc/cctv/00/cctv_0005'],"['Ah', ',', 'after', 'the', 'SMS', 'was', 'sent', ',', ',', 'I', 'felt', 'it', 'seems', 'to', 'be', 'the', 'first', 'time', 'that', 'Beijing', 'Municipality', ',', 'ah', ',', 'used', 'an', 'SMS', 'to', 'give', 'notification', 'at', 'the', 'time', 'of', 'a', 'public', 'emergency', '.']","Ah , after the SMS was sent , , I felt it seems to be the first time that Beijing Municipality , ah , used an SMS to give notification at the time of a public emergency .","[[7, 3, 4], [73, 9, 9], [0, 19, 20]]"
['bc/cctv/00/cctv_0005'],"['I', 'do', ""n't"", 'know', ',', 'all', 'of', 'us', 'are', 'living', 'in', 'Beijing', ',', 'is', 'this', 'the', 'first', 'time', ',', 'Professor', 'Zhou', '?']","I do n't know , all of us are living in Beijing , is this the first time , Professor Zhou ?","[[73, 0, 0], [0, 11, 11]]"
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'in', 'terms', 'of', 'an', 'official', 'notification', ',', 'this', 'should', 'be', 'the', 'first', 'time', 'one', 'was', 'sent', 'officially', 'through', '1860', '.']","Yes , in terms of an official notification , this should be the first time one was sent officially through 1860 .",[]
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['Of', 'course', ',', 'in', 'private', 'life', ',', 'people', 'have', 'used', 'SMS', 'countless', 'times', 'to', 'spread', 'news', '.']","Of course , in private life , people have used SMS countless times to spread news .","[[83, 10, 10]]"
['bc/cctv/00/cctv_0005'],"['Yes', '.']",Yes .,[]
['bc/cctv/00/cctv_0005'],"['Other', 'places', 'in', 'the', 'country', 'must', 'have', 'used', 'this', 'too', '.']",Other places in the country must have used this too .,"[[83, 8, 8]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', ',', 'uh-huh', '.']","Uh-huh , uh-huh .",[]
['bc/cctv/00/cctv_0005'],"['Must', 'have', 'used', 'this', 'too', '.']",Must have used this too .,"[[83, 3, 3]]"
['bc/cctv/00/cctv_0005'],"['Actually', ',', 'I', 'remember', 'receiving', 'an', 'SMS', 'like', 'this', 'one', 'last', 'year', 'before', 'it', 'snowed', ',', 'since', 'snowfall', 'would', 'affect', 'road', 'conditions', 'in', 'Beijing', 'to', 'a', 'rather', 'large', 'extent', '.']","Actually , I remember receiving an SMS like this one last year before it snowed , since snowfall would affect road conditions in Beijing to a rather large extent .","[[37, 5, 9], [7, 8, 9], [0, 23, 23]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['However', ',', 'it', 'did', 'not', 'give', 'people', 'such', 'a', 'special', 'feeling', 'as', 'it', 'did', 'this', 'time', '.']","However , it did not give people such a special feeling as it did this time .","[[7, 12, 12], [37, 2, 2]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['Ah', ',', 'when', 'an', 'SMS', 'is', 'sent', 'to', 'inform', 'citizens', 'of', 'such', 'an', 'incident', ',', 'can', 'it', 'be', 'considered', 'a', 'work', 'method', 'or', 'expression', 'of', 'government', 'information', 'transparency', '?']","Ah , when an SMS is sent to inform citizens of such an incident , can it be considered a work method or expression of government information transparency ?","[[69, 3, 4], [69, 16, 16]]"
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'this', 'is', 'indeed', 'through', 'the', 'very', 'successful', 'response', 'to', 'this', 'emergency', ',', 'ah', ',', 'by', 'Beijing', 'Municipality', ',', 'Uh-huh', '.', 'an', 'extremely', 'good', 'point', 'that', 'is', 'worth', 'pondering', 'deeply', ',', 'worthy', 'innovation', '.']","Yes , this is indeed through the very successful response to this emergency , ah , by Beijing Municipality , Uh-huh . an extremely good point that is worth pondering deeply , worthy innovation .","[[0, 17, 18]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['For', 'instance', ',', 'previously', 'our', 'news', 'announcements', 'were', 'made', 'through', 'some', 'conventional', 'methods', ',', 'but', 'this', 'time', 'it', 'was', 'made', 'in', 'the', 'form', 'of', 'a', 'mobile', 'phone', 'SMS', '.']","For instance , previously our news announcements were made through some conventional methods , but this time it was made in the form of a mobile phone SMS .",[]
['bc/cctv/00/cctv_0005'],"['In', 'fact', ',', 'this', 'is', 'a', 'method', 'highly', 'emphasized', 'in', 'various', 'countries', ""'"", 'development', 'of', 'e-government', '.']","In fact , this is a method highly emphasized in various countries ' development of e-government .",[]
['bc/cctv/00/cctv_0005'],"['We', 'usually', 'make', 'it', 'sound', 'like', 'e-government', 'is', 'something', 'unattainable', '.']",We usually make it sound like e-government is something unattainable .,[]
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'when', 'we', 'talked', 'about', 'e-government', 'in', 'the', 'past', ',', 'it', 'seemed', 'to', 'be', 'only', 'done', 'through', 'the', 'Internet', '.']","Yes , when we talked about e-government in the past , it seemed to be only done through the Internet .","[[92, 11, 11], [92, 6, 6], [75, 18, 19]]"
['bc/cctv/00/cctv_0005'],"['Right', '.']",Right .,[]
['bc/cctv/00/cctv_0005'],"['It', 'seemed', 'that', 'computers', ',', 'ah', ',', 'and', 'the', 'Internet', ',', 'ah', ',', 'were', 'an', 'expression', 'of', 'e-government', ',', 'to', 'let', 'people', 'find', 'out', 'information', '.']","It seemed that computers , ah , and the Internet , ah , were an expression of e-government , to let people find out information .","[[75, 8, 9]]"
['bc/cctv/00/cctv_0005'],"['Well', ',', 'presently', 'in', 'fact', ',', 'e-governments', 'in', 'various', 'countries', 'apply', 'this', 'so', '-', 'called', 'last', 'multiple', '-', 'exposure', 'method', ',', 'such', 'as', 'call', 'centers', ',', 'such', 'as', 'electronic', 'IDs', ',', 'and', 'such', 'as', ',', 'these', 'electronic', 'signatures', '.']","Well , presently in fact , e-governments in various countries apply this so - called last multiple - exposure method , such as call centers , such as electronic IDs , and such as , these electronic signatures .",[]
['bc/cctv/00/cctv_0005'],"['These', 'are', 'quite', 'sophisticated', 'forms', '.']",These are quite sophisticated forms .,[]
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['In', 'particular', ',', 'more', 'terminals', ',', 'such', 'as', ',', 'this', 'cable', 'television', ',', 'ah', ',', ',', 'this', 'digital', 'television', ',', 'ah', ',', 'and', 'mobile', 'phone', 'SMS', ',', 'are', 'applied', 'in', 'e-government', '.']","In particular , more terminals , such as , this cable television , ah , , this digital television , ah , and mobile phone SMS , are applied in e-government .",[]
['bc/cctv/00/cctv_0005'],"['Hence', ',', 'I', 'think', 'this', 'is', ',', 'a', 'test', 'of', 'e-government', 'because', ',', 'as', 'I', 'remember', ',', 'during', 'SARS', 'in', '2003', ',', 'people', 'at', 'that', 'time', 'criticized', 'e-government', 'during', 'the', 'spread', 'of', 'SARS', ',', 'ah', '.']","Hence , I think this is , a test of e-government because , as I remember , during SARS in 2003 , people at that time criticized e-government during the spread of SARS , ah .","[[123, 14, 14], [123, 2, 2], [79, 18, 18], [79, 32, 32], [21, 24, 25], [21, 20, 20]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['They', 'said', 'that', 'e-government', 'was', 'very', 'good', 'but', 'was', 'not', 'put', 'into', 'use', '.']",They said that e-government was very good but was not put into use .,[]
['bc/cctv/00/cctv_0005'],"['Well', ',', 'this', 'time', 'I', 'think', 'that', 'a', 'short', 'SMS', 'like', 'this', 'can', 'fully', 'create', 'interaction', 'between', 'the', 'government', 'and', 'the', 'public', 'through', 'this', 'e-government', 'form', '.']","Well , this time I think that a short SMS like this can fully create interaction between the government and the public through this e-government form .","[[119, 11, 11], [123, 4, 4]]"
['bc/cctv/00/cctv_0005'],"['Uh-huh', '.']",Uh-huh .,[]
['bc/cctv/00/cctv_0005'],"['Yes', '.']",Yes .,[]
['bc/cctv/00/cctv_0005'],"['We', 'drive', 'often', 'in', 'Beijing', ',', 'ha', ',', 'Yang', 'Yang', '.']","We drive often in Beijing , ha , Yang Yang .","[[33, 8, 9]]"
['bc/cctv/00/cctv_0005'],"['If', 'people', 'were', 'not', 'informed', 'of', 'such', 'a', 'traffic', 'accident', 'through', 'SMS', 'on', 'that', 'day', 'and', 'they', 'continued', 'to', 'head', 'there', ',', 'what', 'do', 'you', 'think', 'would', 'happen', 'if', 'people', 'did', 'not', 'know', 'what', 'was', 'going', 'on', 'and', 'the', 'jam', 'did', 'not', 'clear', '?']","If people were not informed of such a traffic accident through SMS on that day and they continued to head there , what do you think would happen if people did not know what was going on and the jam did not clear ?","[[2, 1, 1], [33, 24, 24], [2, 16, 16]]"
['bc/cctv/00/cctv_0005'],"['Yes', '.']",Yes .,[]
['bc/cctv/00/cctv_0005'],"['Ah', ',', 'well', ',', 'I', 'think', 'it', 'would', 'have', 'been', 'real', 'paralysis', '.']","Ah , well , I think it would have been real paralysis .","[[33, 4, 4]]"
['bc/cctv/00/cctv_0005'],"['This', 'is', 'the', 'most', 'appropriate', 'word', 'to', 'use', '.']",This is the most appropriate word to use .,[]
['bc/cctv/00/cctv_0005'],"['Furthermore', ',', 'I', 'think', 'that', 'when', 'SMS', 'was', 'used', 'to', 'announce', 'the', 'news', ',', 'it', 'should', 'be', 'said', 'to', 'have', 'fit', 'the', 'conditions', 'in', 'our', 'China', 'very', 'well', '.']","Furthermore , I think that when SMS was used to announce the news , it should be said to have fit the conditions in our China very well .","[[116, 24, 25], [33, 2, 2]]"
['bc/cctv/00/cctv_0005'],"['Why', 'is', 'that', 'so', '?']",Why is that so ?,[]
['bc/cctv/00/cctv_0005'],"['This', 'is', 'because', ',', 'it', 'should', 'be', 'said', 'that', 'China', 'is', 'the', 'country', 'with', 'the', 'highest', 'SMS', 'usage', '.']","This is because , it should be said that China is the country with the highest SMS usage .","[[116, 9, 9]]"
['bc/cctv/00/cctv_0005'],"['There', 'are', 'probably', 'not', 'as', 'many', 'chances', 'to', 'use', 'SMS', 'in', 'foreign', 'countries', 'compared', 'with', 'domestically', ',', 'in', 'China', ',', 'ah', '.']","There are probably not as many chances to use SMS in foreign countries compared with domestically , in China , ah .","[[116, 18, 18], [55, 9, 9]]"
['bc/cctv/00/cctv_0005'],"['So', ',', 'it', 'can', 'be', 'said', 'that', 'penetration', 'was', 'quite', 'high', 'this', 'time', ',', 'by', 'using', 'the', 'most', 'familiar', 'method', ',', 'most', 'used', 'by', 'everyone', ',', 'as', 'well', 'as', 'the', 'most', 'prompt', 'and', 'most', 'convenient', 'method', ',', 'for', 'the', 'announcement', '.']","So , it can be said that penetration was quite high this time , by using the most familiar method , most used by everyone , as well as the most prompt and most convenient method , for the announcement .","[[55, 16, 19]]"
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'I', 'noticed', 'that', 'many', 'friends', ',', 'around', 'me', 'received', 'it', '.']","Yes , I noticed that many friends , around me received it .","[[12, 9, 9], [12, 2, 2], [119, 11, 11]]"
['bc/cctv/00/cctv_0005'],"['It', 'seems', 'that', 'almost', 'everyone', 'received', 'this', 'SMS', '.']",It seems that almost everyone received this SMS .,"[[119, 6, 7]]"
['bc/cctv/00/cctv_0005'],"['Yes', '.']",Yes .,[]
['bc/cctv/00/cctv_0005'],"['Yes', '.']",Yes .,[]
['bc/cctv/00/cctv_0005'],"['The', 'effect', 'was', 'extremely', 'good', ',', 'ha', '.']","The effect was extremely good , ha .",[]
['bc/cctv/00/cctv_0005'],"['So', ',', 'how', 'exactly', 'did', 'citizens', 'react', '?']","So , how exactly did citizens react ?",[]
['bc/cctv/00/cctv_0005'],"['Let', ""'s"", 'take', 'a', 'look', 'at', 'the', 'reactions', 'of', 'citizens', '.']",Let 's take a look at the reactions of citizens .,[]
['bc/cctv/00/cctv_0005'],"['--', 'an', 'SMS', '.']",-- an SMS .,[]
['bc/cctv/00/cctv_0005'],"['I', 'saw', 'it', 'was', 'that', 'Jingguang', 'Bridge', '.']",I saw it was that Jingguang Bridge .,"[[107, 0, 0], [75, 4, 6]]"
['bc/cctv/00/cctv_0005'],"['Hey', ',', 'I', 'say', ',', 'this', 'is', 'quite', 'good', ',', 'quite', 'good', '.']","Hey , I say , this is quite good , quite good .","[[107, 2, 2]]"
['bc/cctv/00/cctv_0005'],"['Have', 'you', 'received', 'information', 'like', 'this', 'before', '?']",Have you received information like this before ?,"[[107, 1, 1]]"
['bc/cctv/00/cctv_0005'],"['No', ',', 'no', '.']","No , no .",[]
['bc/cctv/00/cctv_0005'],"['This', 'was', 'the', 'first', 'time', '.']",This was the first time .,[]
['bc/cctv/00/cctv_0005'],"['The', 'first', 'time', '?']",The first time ?,[]
['bc/cctv/00/cctv_0005'],"['Yes', ',', 'yes', '.']","Yes , yes .",[]
['bc/cctv/00/cctv_0005'],"['Well', ',', 'what', 'do', 'you', 'think', 'of', 'the', 'speed', 'at', 'which', 'the', 'government', 'responded', 'this', 'time', '?']","Well , what do you think of the speed at which the government responded this time ?","[[107, 4, 4], [88, 11, 12]]"
['bc/cctv/00/cctv_0005'],"['Quite', 'fast', '.']",Quite fast .,[]
['bc/cctv/00/cctv_0005'],"['Really', 'quite', 'fast', ',', 'ah', '.']","Really quite fast , ah .",[]
['bc/cctv/00/cctv_0005'],"['So', ',', 'I', 'did', 'not', 'drive', 'today', '.']","So , I did not drive today .","[[112, 2, 2]]"
['bc/cctv/00/cctv_0005'],"['I', 'set', 'out', 'a', 'bit', 'earlier', 'and', 'took', 'the', 'subway', 'here', '.']",I set out a bit earlier and took the subway here .,"[[112, 0, 0]]"
['bc/cctv/00/cctv_0005'],"['Do', 'you', 'think', 'that', 'the', 'response', 'of', 'the', 'government', 'was', 'fast', 'this', 'time', '?']",Do you think that the response of the government was fast this time ?,"[[29, 4, 8], [112, 1, 1], [88, 7, 8]]"
['bc/cctv/00/cctv_0005'],"['Ah', ',', 'the', 'response', 'was', 'quite', 'fast', '.']","Ah , the response was quite fast .","[[29, 2, 3]]"
['bc/cctv/00/cctv_0005'],"['In', 'addition', ',', 'various', 'media', 'announcements', 'were', 'also', 'quite', 'prompt', '.']","In addition , various media announcements were also quite prompt .",[]
['bc/cctv/00/cctv_0005'],"['Colleagues', 'and', 'friends', 'also', 'informed', 'one', 'another', 'by', 'phone', 'calls', 'and', 'SMS', '.']",Colleagues and friends also informed one another by phone calls and SMS .,[]
